BL,SHIP_DATE,STATUS,RECEIVED_DATE_cst,DESC1,shipvia,PRT
242242,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2022-Sep-22,2023-Oct-20,MGA LOGISTICS,1
250058,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Aug-10,2024-Jan-03,PROCTERS,
250059,2023-Sep-07,Your order has been staged by our distribution centre. Ship date is confirmed.,2023-Aug-10,2023-Aug-17,BOURRET,
250060,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Aug-10,2023-Aug-29,BOURRET,
242171,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2022-Aug-25,2023-Oct-13,MGA LOGISTICS,1
242174,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,,2023-Dec-04,MGA LOGISTICS,1
250165,2023-Sep-13,Your order has been received by our distribution centre. Ship date is confirmed.,2023-Aug-09,2023-Sep-13,POM,1
250168,2023-Sep-08,Your order has been received by our distribution centre. Ship date is confirmed.,2023-Aug-11,2023-Sep-08,MINIMAX,1
242175,2023-Sep-05,Your order was shipped on 2023-Sep-01. You will receive an invoice shortly.,2022-Sep-20,2023-Sep-05,Customer Pickup,2
244000,To be confirmed,Your order requires prepayment. Please refer to instructions in your order confirmationemail and proforma invoice. Ship / pickup date is not confirmed.,2022-Nov-30,,Dempsey,X
243904,To be confirmed,"As per your instructions, we have placed this order on hold. Please contact customerservice@dempseycorporation.com if you wish to release the order.",2022-Nov-30,2023-May-15,Customer Pickup,X
244182,2023-Sep-11,Your order is in stock. Ship date is confirmed.,2022-Dec-15,2023-May-24,Dempsey,1
244364,To be confirmed,Your order requires prepayment. Please refer to instructions in your order confirmationemail and proforma invoice. Ship / pickup date is not confirmed.,2022-Dec-21,2022-Dec-21,Dempsey,X
244292,2023-Nov-14,Your order is in stock. Ship date is confirmed.,2022-Dec-14,2023-Nov-15,BOURRET,X
244463,To be confirmed,"Our distribution centre has advised that your order has not yet been picked up. Please arrange pickup as per the instructions sent to you by Customer Service. If you have not received your confirmation email, please contact customerservice@dempseycorporation.com",2022-Oct-03,2023-Jul-17,Customer Pickup,5
244695,2023-Sep-19,Your order has been received by our distribution centre. Ship date is confirmed.,2023-Jan-09,2023-Sep-22,VITRAN,2
244978,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Jan-18,2023-Feb-17,Customer Pickup,1
245391,2023-Sep-25,Your order has been received by our distribution centre. Ship date is confirmed.,2023-Feb-06,2023-Sep-25,LONGHAUL,1
245392,2023-Nov-27,Your order has been received by our distribution centre. Ship date is confirmed.,2023-Feb-06,2023-Nov-27,LONGHAUL,1
245393,2024-Jan-22,Your order has been received by our distribution centre. Ship date is confirmed.,2023-Feb-06,2024-Jan-22,LONGHAUL,1
245471,To be confirmed,"As per your instructions, we have placed this order on hold. Please contact customerservice@dempseycorporation.com if you wish to release the order.",2023-Feb-08,,Customer Pickup,1
245699,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Feb-16,2023-Nov-20,Customer Pickup,2
245759,2023-Dec-14,Your order is in stock. Ship date is confirmed.,2023-Feb-23,2023-Dec-15,MGA LOGISTICS,1
245944,To be confirmed,Your order requires prepayment. Please refer to instructions in your order confirmationemail and proforma invoice. Ship / pickup date is not confirmed.,2023-Feb-25,2023-Feb-27,Customer Pickup,X
245912,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Feb-16,2023-Feb-20,MFX,1
246164,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Mar-09,2023-Mar-31,MANITOULIN,1
246242,To be confirmed,Your order has not yet been released. Please contact dave@dempseycorporation.com,2023-Feb-23,2023-Aug-14,Customer Pickup,X
246243,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Feb-23,2023-Sep-13,Customer Pickup,X
246061,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Mar-03,2023-Sep-18,Customer Pickup,1
246425,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Mar-20,2023-Oct-16,POM,1
246689,To be confirmed,"As per your instructions, we have placed this order on hold. Please contact customerservice@dempseycorporation.com if you wish to release the order.",2023-Mar-20,2023-Mar-20,Number 8 Freight,
246938,2023-Oct-31,Your order is in stock. Ship date is confirmed.,2023-Apr-12,2023-Nov-02,Customer Pickup,1
247225,To be confirmed,"Our distribution centre has advised that your order has not yet been picked up. Please arrange pickup as per the instructions sent to you by Customer Service. If you have not received your confirmation email, please contact customerservice@dempseycorporation.com",2023-Apr-21,2023-Sep-05,Customer Pickup,3
247122,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Apr-14,2023-Sep-01,ROBERT TRANSPORT,1
247123,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Apr-14,2023-Oct-02,ROBERT TRANSPORT,1
247124,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Apr-14,2023-Nov-01,ROBERT TRANSPORT,1
247125,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Apr-14,2023-Dec-01,ROBERT TRANSPORT,1
247236,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Apr-20,2023-Oct-11,DAY & ROSS,1
247269,2023-Sep-13,Your order is in stock. Ship date is confirmed.,2023-Apr-24,2023-Sep-13,PROCTERS,1
246753,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Mar-30,2023-Oct-17,Customer Pickup,1
247145,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Apr-19,2023-Sep-05,PROCTERS,1
247146,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Apr-19,2023-Oct-03,PROCTERS,1
247147,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Apr-19,2023-Nov-03,PROCTERS,1
247148,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Apr-19,2023-Dec-05,PROCTERS,1
247403,To be confirmed,Your order requires prepayment. Please refer to instructions in your order confirmationemail and proforma invoice. Ship / pickup date is not confirmed.,2023-Apr-21,2023-Apr-21,Customer Pickup,X
247428,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Apr-28,2023-Oct-13,BOURRET,1
247429,2023-Sep-01,Your order was shipped on 2023-Sep-01. You will receive an invoice shortly.,2023-Apr-28,2023-Sep-01,BOURRET,1
246769,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Mar-31,2023-Nov-20,Customer Pickup,1
246770,2023-Sep-15,Your order is in stock. Ship date is confirmed.,2023-Mar-31,2023-Sep-15,Customer Pickup,1
247513,2023-Sep-20,Your order has been received by our distribution centre. Ship date is confirmed.,2023-May-02,2023-Sep-20,Dempsey,1
247514,2023-Nov-30,Your order has been received by our distribution centre. Ship date is confirmed.,2023-May-02,2023-Nov-30,Dempsey,1
246777,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Apr-04,2023-Sep-18,Customer Pickup,1
247555,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-May-02,2023-May-18,FEDEX,1
247636,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-May-08,2023-May-11,MFX,1
247681,2023-Sep-19,Your order is in stock. Ship date is confirmed.,2023-May-10,2023-Sep-19,Customer Pickup,
247495,2023-Sep-05,Your order has been received by our distribution centre. Ship date is confirmed.,2023-May-01,2023-Sep-05,Dempsey,1
247496,2024-Jan-04,Your order has been received by our distribution centre. Ship date is confirmed.,2023-May-01,2024-Jan-04,Dempsey,1
247835,To be confirmed,"As per your instructions, we have placed this order on hold. Please contact customerservice@dempseycorporation.com if you wish to release the order.",2023-Apr-19,2023-Jun-16,Dempsey,1
247901,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-May-16,2023-Oct-18,PROCTERS,1
247902,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-May-16,2023-Oct-18,PROCTERS,1
247819,2023-Sep-01,Your order was shipped on 2023-Sep-01. You will receive an invoice shortly.,2023-May-15,2023-Jun-01,BOURRET,1
247999,To be confirmed,We require your approval prior to confirming the ship date for your order. Please replyto the email Customer Service sent you or contact us at customerservice@dempseycorporation.com if you have not received an email regarding this order.,2023-May-17,2023-Sep-05,Customer Pickup,
248043,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-May-23,2023-Sep-13,PROCTERS,1
248081,2023-Sep-13,Your order is in stock. Ship date is confirmed.,2023-May-24,2023-Sep-13,Customer Pickup,3
248122,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-May-25,2023-Oct-18,Customer Pickup,1
248123,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-May-25,2023-Dec-13,Customer Pickup,1
248131,2023-Sep-06,Your order has been received by our distribution centre. Ship / pickup date is confirmed.,2023-May-23,2023-Sep-05,Customer Pickup,
248132,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-May-23,2023-Oct-17,Customer Pickup,X
248133,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-May-23,2023-Dec-04,Customer Pickup,X
248157,2023-Sep-20,Your order has been received by our distribution centre. Ship date is confirmed.,2023-May-25,2023-Sep-20,POM,2
248160,To be confirmed,Your order requires prepayment. Please refer to instructions in your order confirmationemail and proforma invoice. Ship / pickup date is not confirmed.,2023-May-19,2023-May-19,PUROLATOR,X
248139,2023-Nov-10,Your order is in stock. Ship date is confirmed.,2023-May-25,2023-Nov-10,POM,1
247935,2023-Sep-01,Your order was shipped on 2023-Sep-01. You will receive an invoice shortly.,2023-May-18,2023-Aug-01,Customer Pickup,1
248113,2023-Sep-12,Your order has been received by our distribution centre. Ship date is confirmed.,2023-May-25,2023-Sep-12,Customer Pickup,1
248114,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-May-25,2024-Jan-12,Customer Pickup,X
248259,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-May-30,2023-Oct-02,Customer Pickup,1
248261,2023-Sep-08,Your order has been received by our distribution centre. Ship date is confirmed.,2023-May-31,2023-Sep-08,POM,1
247945,To be confirmed,"Our distribution centre has advised that your order has not yet been picked up. Please arrange pickup as per the instructions sent to you by Customer Service. If you have not received your confirmation email, please contact customerservice@dempseycorporation.com",2023-May-17,2023-Aug-08,Customer Pickup,1
248190,To be confirmed,One or more products on your order are not yet in stock. Customer Service will advise if we are unable to meet your requested ship date.,2023-May-24,2023-Oct-24,PROCTERS,X
248191,2023-Oct-02,Your order is in stock. Ship date is confirmed.,2023-May-24,2023-Oct-03,PROCTERS,X
248350,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Jun-05,2023-Nov-15,PROCTERS,1
248192,2023-Nov-20,Your order is in stock. Ship date is confirmed.,2023-May-24,2023-Nov-21,PROCTERS,X
248488,To be confirmed,"As per your instructions, we have placed this order on hold. Please contact customerservice@dempseycorporation.com if you wish to release the order.",2023-Jun-08,2023-Sep-13,PROCTERS,
248411,2023-Sep-06,Your order has been received by our distribution centre. Ship date is confirmed.,2023-Jun-05,2023-Sep-06,Dempsey,2
248360,To be confirmed,"As per your instructions, we have placed this order on hold. Please contact customerservice@dempseycorporation.com if you wish to release the order.",2023-Jun-02,,CITYWIDE EXPRESS,1
248501,To be confirmed,Your order requires prepayment. Please refer to instructions in your order confirmationemail and proforma invoice. Ship / pickup date is not confirmed.,2023-Jun-06,2023-Jun-14,Dempsey,X
248432,2023-Oct-04,Your order is in stock. Ship date is confirmed.,2023-Jun-05,2023-Oct-04,Customer Pickup,
248317,2023-Sep-06,Your order has been staged by our distribution centre. Ship date is confirmed.,2023-Jun-01,2023-Aug-09,Dempsey,1
248769,2023-Sep-18,Your order has been received by our distribution centre. Ship date is confirmed.,2023-Jun-19,2023-Sep-19,MANITOULIN,1
248449,2023-Sep-06,Your order has been staged by our distribution centre. Ship date is confirmed.,2023-Jun-06,2023-Sep-05,Dempsey,1
248772,2023-Sep-15,Your order is in stock. Ship date is confirmed.,2023-Jun-19,2023-Sep-18,CONFED TRUCK,
248806,2023-Oct-30,Your order is in stock. Ship date is confirmed.,2023-Jun-01,2023-Oct-30,Customer Pickup,
248807,2023-Nov-30,Your order is in stock. Ship date is confirmed.,2023-Jun-01,2023-Nov-30,Customer Pickup,
248809,2023-Dec-20,Your order is in stock. Ship date is confirmed.,2023-Jun-01,2023-Dec-20,Customer Pickup,
248811,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Jun-21,2023-Jun-26,TBD,
248859,2023-Oct-11,Your order has been received by our distribution centre. Ship date is confirmed.,2023-Jun-05,2023-Oct-11,Dempsey,1
248701,To be confirmed,"As per your instructions, we have placed this order on hold. Please contact customerservice@dempseycorporation.com if you wish to release the order.",2023-Jun-16,,Dempsey,
248846,2023-Sep-01,Your order was shipped on 2023-Sep-01. You will receive an invoice shortly.,2023-Jun-22,2023-Sep-01,Customer Pickup,
248848,To be confirmed,Your order requires pre-payment. Please refer to instructions in your order confirmationemail and proforma invoice. Your product is not yet in stock. Ship / pickup date is not confirmed.,,2023-Jul-06,Customer Pickup,X
248822,To be confirmed,"Our distribution centre has advised that your order has not yet been picked up. Please arrange pickup as per the instructions sent to you by Customer Service. If you have not received your confirmation email, please contact customerservice@dempseycorporation.com",2023-Jun-20,2023-Jul-25,Customer Pickup,2
248849,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Jun-20,2023-Nov-13,Customer Pickup,
248850,To be confirmed,Your order requires pre-payment. Please refer to instructions in your order confirmationemail and proforma invoice. Your product is not yet in stock. Ship / pickup date is not confirmed.,2023-Jun-22,2023-Jun-26,Customer Pickup,X
248869,2023-Sep-07,Your order has been staged by our distribution centre. Ship date is confirmed.,2023-Jun-21,2023-Sep-08,DAY & ROSS,
248856,To be confirmed,"As per your instructions, we have placed this order on hold. Please contact customerservice@dempseycorporation.com if you wish to release the order.",2023-Jun-26,2023-Jul-07,Customer Pickup,
248963,2023-Sep-05,Your order was shipped on 2023-Sep-01. You will receive an invoice shortly.,2023-Jun-29,2023-Jul-05,TST OVERLAND,3
248475,2023-Sep-06,Your order has been received by our distribution centre. Ship date is confirmed.,2023-Jun-08,2023-Jun-13,BOURRET,1
248958,To be confirmed,Your order requires prepayment. Please refer to instructions in your order confirmationemail and proforma invoice. Ship / pickup date is not confirmed.,2023-Jun-27,2023-Jun-30,Customer Pickup,X
248969,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Jun-28,2023-Sep-06,BOURRET,
249015,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Jun-28,2023-Jul-05,Dempsey,
248720,2023-Oct-18,Your order has been received by our distribution centre. Ship date is confirmed.,2023-Jun-16,2023-Aug-14,Dempsey,1
248723,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Jun-15,2023-Oct-25,PROCTERS,
248887,To be confirmed,Your order requires prepayment. Please refer to instructions in your order confirmationemail and proforma invoice. Ship / pickup date is not confirmed.,2023-Jun-15,2023-Sep-05,Customer Pickup,X
249022,2023-Sep-13,Your order is in stock. Ship date is confirmed.,2023-Jun-27,2023-Sep-14,TRANSPORT BOURASSA,
249171,2023-Aug-24,Your order was shipped on 2023-Sep-01. You will receive an invoice shortly.,2023-Jul-06,2023-Aug-28,SCP Transport,1
249026,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Jun-26,2023-Oct-01,CUSTOMER PICKUP,X
249088,To be confirmed,Your order requires prepayment. Please refer to instructions in your order confirmationemail and proforma invoice. Ship / pickup date is not confirmed.,2023-Jun-26,2023-Jun-26,Customer Pickup,X
249175,2023-Sep-14,Your order has been received by our distribution centre. Ship date is confirmed.,2023-Jul-06,2023-Sep-18,Customer Pickup,1
249177,To be confirmed,Your order has not yet been released. Please contact dave@dempseycorporation.com,2023-Jul-04,2023-Sep-01,Customer Pickup,X
249180,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Jul-07,2023-Sep-29,PROCTERS,X
249060,2023-Sep-05,Your order was shipped on 2023-Sep-01. You will receive an invoice shortly.,2023-Jun-30,2023-Sep-04,SPEEDY TRANSPORT,1
249247,To be confirmed,"As per your instructions, we have placed this order on hold. Please contact customerservice@dempseycorporation.com if you wish to release the order.",2023-Jul-11,2023-Jul-21,Customer Pickup,
249249,To be confirmed,"As per your instructions, we have placed this order on hold. Please contact customerservice@dempseycorporation.com if you wish to release the order.",2023-Jul-11,2023-Jul-21,Customer Pickup,
248992,2023-Sep-05,Your order was shipped on 2023-Sep-01. You will receive an invoice shortly.,2023-Jun-24,2023-Sep-05,Customer Pickup,
249186,To be confirmed,"Our distribution centre has advised that your order has not yet been picked up. Please arrange pickup as per the instructions sent to you by Customer Service. If you have not received your confirmation email, please contact customerservice@dempseycorporation.com",2023-Jul-07,2023-Aug-12,Customer Pickup,
249187,2023-Sep-08,Your order is in stock. Ship date is confirmed.,2023-Jul-07,2023-Sep-10,Customer Pickup,
249188,2023-Oct-10,Your order is in stock. Ship date is confirmed.,2023-Jul-07,2023-Oct-10,Customer Pickup,X
249251,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Jul-11,2023-Oct-03,POM,
249252,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Jul-11,2023-Oct-11,POM,
249103,2023-Sep-06,Your order has been staged by our distribution centre. Ship date is confirmed.,2023-Jun-28,2023-Sep-06,Dempsey,
249194,To be confirmed,"As per your instructions, we have placed this order on hold. Please contact customerservice@dempseycorporation.com if you wish to release the order.",2023-Jun-30,2023-Sep-04,Dempsey,
249278,2023-Sep-05,Your order has been received by our distribution centre. Ship date is confirmed.,,2023-Jul-11,PROCTERS,1
249003,2023-Sep-05,Your order was shipped on 2023-Sep-01. You will receive an invoice shortly.,2023-Jun-28,2023-Aug-31,CONFED TRUCK,1
249004,To be confirmed,Your order requires prepayment. Please refer to instructions in your order confirmationemail and proforma invoice. Ship / pickup date is not confirmed.,2023-Jun-29,2023-Sep-22,Customer Pickup,X
249110,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Jun-28,2023-Sep-20,Dempsey,
249112,2023-Sep-01,Your order was shipped on 2023-Sep-01. You will receive an invoice shortly.,2023-Jun-28,2023-Sep-01,Customer Pickup,
249286,2023-Sep-05,Your order has been received by our distribution centre. Ship date is confirmed.,2023-Jul-10,2023-Sep-05,Dempsey,1
248925,To be confirmed,Your order is being processed. We are awaiting information internally before we can confirm your order. Customer Service will provide an update shortly.,2023-Jun-26,2023-Jun-23,Dempsey,
249115,2023-Sep-13,Your order is in stock. Ship date is confirmed.,2023-Jun-29,2023-Sep-13,Dempsey,
249287,2023-Oct-05,Your order has been received by our distribution centre. Ship date is confirmed.,2023-Jul-10,2023-Oct-05,Dempsey,1
249288,2023-Nov-07,Your order has been received by our distribution centre. Ship date is confirmed.,2023-Jul-10,2023-Nov-07,Dempsey,1
249335,2023-Sep-15,Your order is in stock. Ship date is confirmed.,2023-Jul-12,2023-Sep-18,PROCTERS,
248761,2023-Sep-05,Your order was shipped on 2023-Sep-01. You will receive an invoice shortly.,2023-Jun-19,2023-Sep-06,TRANSPORT BOURASSA,
249385,2023-Sep-05,Your order was shipped on 2023-Sep-01. You will receive an invoice shortly.,2023-Jul-13,2023-Sep-07,LOUIS LETARTE,
248765,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Jun-20,2023-Sep-13,PROCTERS,
249121,To be confirmed,We require your approval prior to confirming the ship date for your order. Please replyto the email Customer Service sent you or contact us at customerservice@dempseycorporation.com if you have not received an email regarding this order.,2023-Jun-30,2023-Sep-15,Customer Pickup,
249122,2023-Sep-05,Your order was shipped on 2023-Sep-01. You will receive an invoice shortly.,2023-Jun-30,2023-Sep-05,Customer Pickup,1
249297,2023-Sep-01,Your order has been received by our distribution centre. Ship date is confirmed.,2023-Jul-06,2023-Aug-10,Customer Pickup,1
249388,To be confirmed,One or more products on your order are not yet in stock. Customer Service will advise if we are unable to meet your requested ship date.,2023-Jul-12,2023-Oct-06,Customer Pickup,
249389,2023-Oct-17,Your order is in stock. Ship date is confirmed.,2023-Jul-12,2023-Oct-17,Customer Pickup,
249299,2023-Sep-08,Your order is in stock. Ship date is confirmed.,2023-Jul-07,2023-Sep-08,Dempsey,
249351,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Jul-10,2023-Jul-10,Dempsey,X
249419,2023-Oct-31,Your order is in stock. Ship date is confirmed.,2023-Jul-10,2023-Nov-01,MC FREIGHT,X
249420,2023-Dec-01,Your order is in stock. Ship date is confirmed.,2023-Jul-10,2023-Dec-04,MC FREIGHT,X
249450,2023-Aug-07,Your order was shipped on 2023-Sep-01. You will receive an invoice shortly.,2023-Jul-14,2023-Aug-03,Dempsey,
249306,To be confirmed,"One or more products on your order are not yet in stock. As per your instructions, we are waiting to ship the order complete.",2023-Jul-05,2023-Sep-08,PROCTERS,
249423,2023-Sep-01,Your order was shipped on 2023-Sep-01. You will receive an invoice shortly.,2023-Jul-11,2023-Sep-05,PROCTERS,2
249471,2023-Sep-08,Your order has been received by our distribution centre. Ship date is confirmed.,2023-Jul-18,2023-Jul-27,SLADES CARTAGE,1
249133,2023-Sep-06,Your order has been staged by our distribution centre. Ship date is confirmed.,2023-Jul-05,2023-Sep-05,PROCTERS,2
249134,2023-Sep-22,Your order has been received by our distribution centre. Ship date is confirmed.,2023-Jul-05,2023-Sep-25,PROCTERS,1
249307,2023-Sep-18,Your order has been received by our distribution centre. Ship date is confirmed.,2023-Jul-07,2023-Sep-18,Customer Pickup,1
249360,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Jul-12,2023-Sep-08,Customer Pickup,
249399,2023-Sep-01,Your order was shipped on 2023-Sep-01. You will receive an invoice shortly.,2023-Jul-13,2023-Sep-04,BOURRET,
249519,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Jul-17,2023-Dec-12,Customer Pickup,
249520,To be confirmed,One or more products on your order are not yet in stock. Customer Service will advise if we are unable to meet your requested ship date.,2023-Jul-17,2023-Sep-20,Customer Pickup,
249521,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Jul-17,2023-Oct-13,Customer Pickup,
249522,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Jul-17,2023-Nov-03,Customer Pickup,
249138,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Jul-05,2023-Nov-17,DICOM ACCT # 628039,
249140,To be confirmed,"Our distribution centre has advised that your order has not yet been picked up. Please arrange pickup as per the instructions sent to you by Customer Service. If you have not received your confirmation email, please contact customerservice@dempseycorporation.com",2023-Jul-03,2023-Aug-22,Customer Pickup,
249312,2023-Sep-19,Your order is in stock. Ship date is confirmed.,2023-Jul-11,2023-Sep-20,BOURRET,
249365,2023-Sep-19,Your order is in stock. Ship date is confirmed.,2023-Jul-11,2023-Sep-20,Dempsey,
249366,2023-Sep-05,Your order was shipped on 2023-Sep-01. You will receive an invoice shortly.,2023-Jul-10,2023-Sep-06,PROCTERS,1
249431,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-May-16,2023-Sep-20,PROCTERS,
249482,2023-Aug-24,Your order was shipped on 2023-Sep-01. You will receive an invoice shortly.,2023-Jul-19,2023-Jul-27,Customer Pickup,1
249523,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Ship date is not confirmed.,2023-Jul-18,2024-Jan-03,PROCTERS,
